,,,QUICK5 MEMORY,,Z2QUICK5 MEMORY<CR>,<-,,,,,
,,,QUICK ?,Return Z2QUICK Status,Z2QUICK ?<CR>,,,,,,
,,,UP,"ZONE2 VOLUME UP/DOWN , direct change to **dB",Z2UP<CR>,Z280<CR>,,,,,
,,,DOWN,,Z2DOWN<CR>,Z280<CR>,,,,,
,,,**,"**:00 to 98 by ASCII , 80=0dB, 00=---(MIN)",Z280<CR>,<-,,,,,
,,,,Refer to Volume_CMD sheet,,,,,,,
,,,ON,ZONE2 ON/OFF change,Z2ON<CR>,<-,,,,,
,,,OFF,,Z2OFF<CR>,<-,,,,,
,,,?,Return Z2 Status,Z2?<CR>,,,,,,
,,,,"※If ZONE2 mode is selected, ""Z2"" status returns",,SRCD<CR>,,,,,
,,,,"※If REC mode is selected, ""SR"" status returns",,   |,,,,,
,,,,,,SRUSB DIRECT<CR>,,,,,
,,,,,,SRIPOD DIRECT<CR>,,,,,
,,,,,,SRSOURCE<CR>,,,,,
,,Z2MU,ON,ZONE2 OUTPUT MUTE ON/OFF change,Z2MUON<CR>,<-,,,,,
,,,OFF,,Z2MUOFF<CR>,<-,,,,,
,,,?,Return Z2MU Status,Z2MU?<CR>,,,,,,
,,Z2SLP,OFF,ZONE2 SLEEP　TIMER setting,Z2SLPOFF<CR>,<-,,,,,
,,,***,"***:001 to 120 by ASCII , 010=10min",Z2SLP120<CR>,<-,,,,,
,,,?,Return SLP Status,Z2SLP?<CR>,,,,,,
,,Z2STBY,2H,ZONE2 Auto Standby setting,Z2STBY2H<CR>,<-,,,,,
,,,4H,,Z2STBY4H<CR>,<-,,,,,
,,,8H,,Z2STBY8H<CR>,<-,,,,,
,,,OFF,,Z2STBYOFF<CR>,<-,,,,,
,,,?,Return Z2STBY Status,Z2STBY?<CR>,,,,,,
Tuner Control,,TF,ANUP,TUNER Frequency UP/DOWN ,TFANUP<CR>,TFAN105000<CR>,,,,,
,,,ANDOWN,,TFANDOWN<CR>,TFAN105000<CR>,,,,,
,,,AN******,--- ****.** kHz at AM band (>050000 is AM.),TFAN105000<CR>,<-,,,,,
,,,(6 digits),    ****.** MHz at FM band (<050000 is FM.), (1050.00kHz at AM),,,,,,
,,,AN?,Return TF Status,TFAN?<CR>,,,,,,
,,TP,ANUP,"TUNER PRESET CH UP/DOWN , direct change to No.**",TPANUP<CR>,TPAN01<CR>,,,,,
,,,ANDOWN,,TPANDOWN<CR>,TPAN01<CR>,,,,,
,,,AN**(PRESET No.),"**：01-56　 01=CH01,56=CH56",TPAN01<CR>,<-,,,,,
,,,,, (PRESET No.”01”),,,,,,
,,,AN?,Return TP Status,TPAN?<CR>,,,,,,
,,,,,,TPANOFF<CR>,,,,,
,,,ANMEM,TUNER PRESET MEMORY,TPANMEM<CR>,"TPANMEM<CR>
↓
TPANUP<CR>
 or TPANDOWN<CR>
 or TPAN**<CR>
↓
TPANMEM<CR>",,,,,
,,,ANMEM**(PRESET No.),TUNER PRESET MEMORY,TPANMEM01<CR>,<-,,,,,
,,,,"**：01-56　 01=CH01,56=CH56
",,,,,,,
,,TM,,"TUNER BAND , MODE Select",,,,,,,
,,,ANAM,---Band set to AM,TMANAM<CR>,<-,,,,,
,,,ANFM,---Band set to FM,TMANFM<CR>,<-,,,,,
,,,AN?,Return TM Status,TMAN?<CR>,,,,,,
,,,ANAUTO,---Tuning mode set to AUTO mode,TMANAUTO<CR>,<-,,,,,
,,,ANMANUAL,---Tuning mode set to MANUAL mode,TMANMANUAL<CR>,<-,,,,,
"Control for Online Music, USB/iPod and Bluetooth",,NS,90,“Cursor Up” Control,NS90<CR>,※command only,,,,,
,,,91,“Cursor Down” Control,NS91<CR>,※command only,,,,,
,,,92,“Cursor Left” Control,NS92<CR>,※command only,,,,,
,,,93,“Cursor Right” Control,NS93<CR>,※command only,,,,,
,,,94,“Enter (Play/Pause)” Control,NS94<CR>,※command only,,,,,
,,,9A,“Play” Control,NS9A<CR>,※command only,,,,,
,,,9B,“Pause” Control,NS9B<CR>,※command only,,,,,
,,,9C,“Stop” Control,NS9C<CR>,※command only,,,,,
,,,9D,“Skip Plus” Control,NS9D<CR>,※command only,,,,,
,,,9E,“Skip Minus” Control,NS9E<CR>,※command only,,,,,
,,,9F,"“Manual Search Plus” Control(USB/iPod,Media Server,Bluetooth)",NS9F<CR>,※command only,,,,,
,,,9G,"“Manual Search Minus” Control(USB/iPod,Media Server,Bluetooth)",NS9G<CR>,※command only,,,,,
,,,9H,"“Repeat One”　
(Media Server,USB,iPod Direct,Bluetooth)",NS9H<CR>,※command only,,,,,
,,,9I,"“Repeat All”
(Media Server,USB,iPod Direct,Bluetooth)
",NS9I<CR>,※command only,,,,,
,,,9J,"“Repeat Off”
(Media Server,USB,iPod Direct,Bluetooth)",NS9J<CR>,※command only,,,,,
,,,9K,"“Random On”(Media Server,USB,Bluetooth)",NS9K<CR>,※command only,,,,,
,,,,“Shuffle Songs” Control (iPod Direct Only),,,,,,,
,,,9M,"“Random Off”  (Media Server,USB,,Bluetooth)",NS9M<CR>,※command only,,,,,
,,,,“Shuffle Off” Control (iPod Direct),,,,,,,
,,,9W,Toggle Switch “From iPod Mode/On Screen Mode″Control,NS9W<CR>,※command only,,,,,
,,,,(iPod Direct only),,,,,,,
,,,9X,"“Page Next”　Control (except Bluetooth, AirPlay, Spotify remote)",NS9X<CR>,※command only,,,,,
,,,9Y,"“Page Previous” Control (except Bluetooth, AirPlay, Spotify remote)",NS9Y<CR>,※command only,,,,,
,,,9Z,"“Manual Search STOP” Control(USB/iPod,Media Server,Bluetooth)",NS9Z<CR>,※command only,,,,,
,,,RPT,"“Repeat(toggle)”
(Media Server,USB,iPod Direct,Spotify,AirPlay,Bluetooth)",NSRPT<CR>,※command only,,,,,
,,,RND,"“Random(toggle)""
(Media Server,USB,iPod Direct,Spotify,AirPlay,Bluetooth)",NSRND<CR>,※command only,,,,,
,,,B**,"Preset Call (except Bluetooth, USB/iPod)",NSB00<CR>,※command only,,,,,
,,,(PRESET No.),**：00-55 → 00-35(2014 AVR),,,,,,,
,,,C**,"Preset Memory (except Bluetooth, USB/iPod)",NSC00<CR>,NSC00<CR>,,,,,
,,,(PRESET No.),**：00-55 → 00-35(2014 AVR),,NSCOK<CR>,,,,,
,,,H,"Net Audio Preset Name status（UTF-8）(except Bluetooth, USB/iPod)",NSH<CR>,"NSH<CR>
(Return)
NSH00**********(20 digits)<CR>(Preset Name：01)
NSH01**********(20 digits)<CR>(Preset Name：02)
          ～
NSH35**********(20 digits)<CR>(Preset Name：36)
",,,,,
,,,FV MEM,Add Favorites folder,NSFV MEM<CR>,,,,,,
,,NSA,,Return Onscreen Display Information List ,NSA<CR>,,,,,,
,,,,"(ASCII CODE Character)
*ASCII Character(MAX96byte)
_:Null
?: Don't Care (The character after Null should be disregarded)
※:Cursor&Playable Information Data(1byte)
Bit1:Playable Music =1
Bit2:Directory
Bit3:Don't Care
Bit4:CURSOR SELECT=1
Bit7:Picture
Bit5,6,8:Don't Care
************_???:MAX 96byte","(Return NSA0-NSA8）
","NSA0<CR>
(Return)
NSA0**********************_???(96byte)<CR>
NSA1※(Flag1byte)*********_???(95byte)<CR>
NSA2※(Flag1byte)*********_???(95byte)<CR>
NSA3※(Flag1byte)*********_???(95byte)<CR>
NSA4※(Flag1byte)*********_???(95byte)<CR>
NSA5※(Flag1byte)*********_???(95byte)<CR>
NSA6※(Flag1byte)*********_???(95byte)<CR>
NSA7※(Flag1byte)*********_???(96byte)<CR>
NSE8   [    1/10   ]_????????(96byte)<CR>
",,,,,
,,,,,(example),"NSA0Now Playing  USB_??????<CR>
NSA1※Song_????????????????<CR>
NSA2※/Artist_?????????????<CR>
NSA3※bitrate_?????????????<CR>
NSA4※Album_???????????????<CR>
NSA5※   00:11     100%_???<CR>
NSA6_??????????????????????<CR>
NSA7_??????????????????????<CR>
NSA8   [    1/10   ]_??????<CR>

BT playback
NSANow Playing_???????<CR>
NSA1※Title_??????????????????<CR>
NSA2※Artist_?????????????????<CR>
NSA3※??????????????????????<CR>
NSA4※Album_????????????????<CR>
NSA5_????????????????????????<CR>
NSA6_????????????????????????<CR>
NSA7_????????????????????????<CR>
NSA8   [    1/1    ]

",,,,,
,,NSE,,Request Onscreen Display Information List,NSE<CR>,,,,,,
,,,,"(UTF-8 CODE Character)
*UTF-8 Character(MAX96byte)
_:Null
?: Don't Care (The character after Null should be disregarded)
※:Cursor&Playable Information Data(1byte)
Bit1:Playable Music =1
Bit2:Directory
Bit3:Don't Care
Bit4:CURSOR SELECT=1
Bit7:Picture
Bit5,6,8:Don't Care
************_???:MAX 96byte",(Return NSE0-NSE8）,"NSE0<CR>
(Return)
NSE0**********************_???(96byte)<CR>
NSE1※(Flag1byte)*********_???(95byte)<CR>
NSE2※(Flag1byte)*********_???(95byte)<CR>
NSE3※(Flag1byte)*********_???(95byte)<CR>
NSE4※(Flag1byte)*********_???(95byte)<CR>
NSE5※(Flag1byte)*********_???(95byte)<CR>
NSE6※(Flag1byte)*********_???(95byte)<CR>
NSE7※(Flag1byte)*********_???(96byte)<CR>
NSE8   [    1/10   ]_????????(96byte)<CR>
",,,,,
,,,,,(example),"NSE0Now Playing  USB_??????<CR>
NSE1※Song_????????????????<CR>
NSE2※Artist_??????????????<CR>
NSE3※_????????????????????<CR>
NSE4※Album_???????????????<CR>
NSE5※   00:11     100%_???<CR>
NSE6_??????????????????????<CR>
NSE7_??????????????????????<CR>
NSE8   [    1/10   ]_??????<CR>

Bluetooth playback
NSENow Playing _???????<CR>
NSE1※Title_??????????????????<CR>
NSE2※Artist_?????????????????<CR>
NSE3※?????????????????????????<CR>
NSE4※Album_??????????????????<CR>
NSE5_?????????????????????????<CR>
NSE6_?????????????????????????<CR>
NSE7_?????????????????????????<CR>
NSE8   [    1/1    ]

",,,,,
System Control,,MN,CUP,“Cursor Up” Control,MNCUP<CR>,※command only,,,,,
,,,CDN,“Cursor Down” Control,MNCDN<CR>,※command only,,,,,
,,,CLT,“Cursor Left” Control,MNCLT<CR>,※command only,,,,,
,,,CRT,“Cursor Right” Control,MNCRT<CR>,※command only,,,,,
,,,ENT,“Enter” Control,MNENT<CR>,※command only,,,,,
,,,RTN,“RETURN” Control,MNRTN<CR>,※command only,,,,,
,,,OPT,“OPTION” Control,MNOPT<CR>,※command only,,,,,
,,,INF,“INFO”Control,MNINF<CR>,※command only,,,,,
,,,CHL,“Channel Level Adjust”menu on/offControl,MNCHL<CR>,※command only,,,,,
,,,MEN ON,“Setup Menu ON” Control,MNMEN ON<CR>,<-,,,,,
,,,MEN OFF,“Setup Menu OFF” Control,MNMEN OFF<CR>,<-,,,,,
,,,MEN?,Return MNMEN(Menu) status,MNMEN?<CR>,,,,,,
,,,,,,MNMEN ON<CR>,,,,,
,,,,,,MNMEN OFF<CR>,,,,,
,,,ZST ON,"""All Zone Stereo"" direct Control",MNZST ON<CR>,<-,,,,,
,,,ZST OFF,"""All Zone Stereo"" direct Control",MNZST OFF<CR>,<-,,,,,
,,,ZST?<CR>,Return MNZST status,MNZST?<CR>,,,,,,
,,,,,,MNZST ON<CR>,,,,,
,,,,,,MNZST OFF<CR>,,,,,
,,SY,REMOTE LOCK ON,REMOTE CONTROL LOCK ON/OFF,SYREMOTE LOCK ON<CR>,<-,,,,,
,,,REMOTE LOCK OFF,,SYREMOTE LOCK OFF<CR>,<-,,,,,
,,,PANEL LOCK ON,PANEL BUTTON(Except MASTER VOL.)CONTROL LOCK ON,SYPANEL LOCK ON<CR>,<-,,,,,
,,,PANEL+V LOCK ON,PANEL BUTTON & MASTER VOL. CONTROL LOCK ON ,SYPANEL+V LOCK ON<CR>,<-,,,,,
,,,PANEL LOCK OFF,PANEL BUTTON & MASTER VOL. CONTROL LOCK OFF,SYPANEL LOCK OFF<CR>,<-,,,,,
,,UG,IDN,"ID Number for UPGRADE is displayed on FL Display
************:12-digit ID Number",UGIDN<CR>,,,,,,
,,,,,,UGIDN ************<CR>,,,,,
,,,,,,UGIDN NG<CR>,,,,,
,,DIM,BRI,Dimmer = Bright,DIM　BRI<CR>,<-,,,,,
,,,DIM,Dimmer = Dim,DIM　DIM<CR>,<-,,,,,
,,,DAR,Dimmer = Dark,DIM　DAR<CR>,<-,,,,,
,,,OFF,Dimmer = Off,DIM　OFF<CR>,<-,,,,,
,,,SEL,Dimmer setting select(Toggle) Bright→Dim→Dark→Off,DIM　SEL<CR>,<-,,,,,
,,,?,Return DIM Status,DIM　?<CR>,<-,,,,,
